card,color,cost,creature,scryfall,mtgo,back
Kheru Lich Lord,UBG,{3}{B}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/7/e7fbca8d-34a3-4df1-986a-36fca142a758.jpg?1562795282,54444,
"Muldrotha, the Gravetide",UBG,{3}{B}{G}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/6/c654737d-34ac-42ff-ae27-3a3bbb930fc1.jpg?1591204580,67863,
Villainous Wealth,UBG,{X}{B}{G}{U},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/6/0610e69b-8b7c-40e4-bb10-28ee4411f861.jpg?1562782076,54448,
"Anafenza, the Foremost",WBG,{W}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/8/c8b432a7-53da-4480-b571-e6feb1364a3a.jpg?1562793427,54248,
"Kethis, the Hidden Hand",WBG,{W}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/e/fe28de73-76f3-4a9e-a020-dbe5921b9be5.jpg?1596451378,73321,
Siege Rhino,WBG,{1}{W}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/9011126a-20bd-4c86-a63b-1691f79ac247.jpg?1562790317,54180,
"Ghave, Guru of Spores",WBG,{2}{W}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/c/5c1439cc-12dd-454a-ba04-4c0216804b9b.jpg?1562913711,59051,
"Nethroi, Apex of Death",WBG,{2}{W}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8ca6eb5a-8bc9-4091-bcfb-b207f0afd188.jpg?1591228139,80403,
Abzan Charm,WBG,{W}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/f/8f7b7598-35b0-4bb5-8347-8c868500f846.jpg?1562790259,54126,
Crime // Punishment,WBG,{3}{W}{B} // {X}{B}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/e/2edeab08-86eb-4fa8-ba24-23dacb32e0fd.jpg?1593273920,24355,
Eerie Ultimatum,WBG,{W}{W}{B}{B}{B}{G}{G},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/a/3a9fb2db-228f-4d48-acdf-6330baf356c7.jpg?1591227996,80377,
Mantis Rider,WUR,{U}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/2/82d5ce46-7118-4ede-ba1d-c387e7ce16e7.jpg?1562789458,54434,
"Vadrok, Apex of Thunder",WUR,{U}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/d/ed7b0256-d342-4523-9516-6a007bf51825.jpg?1591228299,80437,
"Jodah, Archmage Eternal",WUR,{1}{U}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/e/1ee86efa-248e-4251-b734-f8ad3e8a0344.jpg?1562732370,67861,
"Kykar, Wind's Fury",WUR,{1}{U}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/9/594cb7dc-ea88-4909-ab40-1d40fecc9817.jpg?1592517535,73323,
Lightning Angel,WUR,{1}{U}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/2/322d5ba3-41cc-4e60-9d0a-074f48a71ea3.jpg?1562774289,26161,
"Gavi, Nest Warden",WUR,{2}{U}{R}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/0/80bc07d5-bdbb-4a6d-8958-0c172ea80245.jpg?1591234237,80737,
Jeskai Charm,WUR,{U}{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/a/ca268705-ef04-4bf1-8a5d-866bb3e5bb61.jpg?1562793488,54130,
Whirlwind of Thought,WUR,{1}{U}{R}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/0/d0699cbc-b499-44a6-82e1-631491aaaec6.jpg?1591228308,80439,
Inspired Ultimatum,WUR,{U}{U}{R}{R}{R}{W}{W},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/d/dd64f064-8f05-41ef-b95b-1b723137f846.jpg?1591228071,80391,
"Breya, Etherium Shaper",WUBR,{W}{U}{B}{R},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/1/2143f700-7311-46a4-ad9b-4e743a345785.jpg?1599707856,82418,
"Atraxa, Praetors' Voice",WUBG,{G}{W}{U}{B},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/0/d0d33d52-3d28-4635-b985-51e126289259.jpg?1599707796,82414,
"Omnath, Locus of Creation",WURG,{R}{G}{W}{U},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/e/4e4fb50c-a81f-44d3-93c5-fa9a0b37f617.jpg?1604264252,83459,
Saskia the Unyielding,WBRG,{B}{R}{G}{W},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/a/aa05ccf1-f295-4939-8bd4-c148779c33a5.jpg?1562254890,62333,
"Yidris, Maelstrom Wielder",UBRG,{U}{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/1/51b8d72e-3322-4c74-8edc-a58d77232945.jpg?1562253941,62335,
Niv-Mizzet Reborn,WUBRG,{W}{U}{B}{R}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/6/56a2609d-b535-400b-81d9-72989a33c70f.jpg?1582037402,72022,
Chamber Sentry,other,{X},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/5/15dfd5f2-5298-4cf4-80fe-43db9be24f57.jpg?1572894038,69877,
Alloy Myr,other,{3},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/b/abd3350b-89fb-40b4-a942-28e0c8c274aa.jpg?1562880645,39700,
Burnished Hart,other,{3},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/7/772cbcba-9efa-4894-9b57-e73fd296333d.jpg?1562820071,50248,
Catacomb Sifter,other,{1}{B}{G},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/c/6c3b220b-e699-45b0-8ec1-1022c1f50329.jpg?1562920494,58485,
Cryptolith Fragment // Aurora of Emrakul,other,{3} // ,1,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/7/078b2103-15ce-456d-b092-352fa7222935.jpg?1576385054,61484,https://c1.scryfall.com/file/scryfall-cards/normal/back/0/7/078b2103-15ce-456d-b092-352fa7222935.jpg?1576385054
Scuttlemutt,other,{3},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/9/39f2d2e8-a9ed-42cc-9a8a-fc697a7251e5.jpg?1592517735,73375,
Crystalline Crawler,other,{4},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/34efa6d9-eba9-43e1-8cc8-47c583f536c4.jpg?1562253484,62343,
Rampaging Monument,other,{4},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/5/b5fbe445-a788-4624-8ecf-8bc06c3ca8f8.jpg?1572894085,69891,
Solemn Simulacrum,other,{4},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/b/7bbd2cab-538e-4932-a828-150e3e9d52ad.jpg?1594737564,81705,
"Golos, Tireless Pilgrim",other,{5},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/f/1fa48620-4c3d-4f75-be1f-c12c4aa59f51.jpg?1592517637,73351,
"Morophon, the Boundless",other,{7},1,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/6/9693e59b-032d-4ddc-a7d1-88a0f52dcc6c.jpg?1582021950,72374,
Engineered Explosives,other,{X},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/4/8492a272-e595-4f94-a6eb-08d29f211fd6.jpg?1562878190,20700,
Azorius Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/9/d91a527d-51f1-4fb1-9016-fc923fd43a6a.jpg?1593273985,24023,
Boros Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1bae1f86-4639-4424-b47b-fdc826bf6e97.jpg?1598917896,23566,
Dimir Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/a/9a9a1df5-a4e8-49a4-aebe-ca93894ccfcf.jpg?1598917967,23562,
Glass of the Guildpact,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/1/d1022d41-c1d0-42bf-b3e5-d6fb02d47119.jpg?1584832112,71506,
Golgari Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/e/be03b002-1a3e-4b21-bc23-7f5a9cedb74f.jpg?1598918004,23564,
Gruul Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/b/1bb30340-96a4-49d8-838b-8788900401a0.jpg?1593272924,23669,
Izzet Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/8/f823be95-bef4-4e86-a924-239be62394bf.jpg?1593272937,23679,
Orzhov Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/9/f9298a1d-5b41-46d8-929c-b6980d1e6eb7.jpg?1593272958,23681,
Rakdos Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/7/17a3f95c-5a05-46ea-8dc6-b77b59324035.jpg?1593274030,24045,
Selesnya Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/2/8296d86a-2c79-43c8-8a1c-1d4bb600bc6b.jpg?1598918183,23568,
Simic Signet,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/90107d10-e2aa-4cb7-a000-039f0c581b47.jpg?1593274038,24015,
Talisman of Conviction,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/1/71148fd3-0c2c-459e-b8f5-735a0a8dd87f.jpg?1562202505,72832,
Talisman of Creativity,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/d/4d9dbadd-c1b6-44fe-92ac-6f69d7178342.jpg?1562202511,72834,
Talisman of Curiosity,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/d/fd52688a-39fd-430f-b950-cb56e0004396.jpg?1562202516,72836,
Talisman of Dominance,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/9/991037a2-fea2-49f5-8ace-ebbf9f678cff.jpg?1562151749,19679,
Talisman of Hierarchy,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/2/826f99c7-f534-4183-8f0d-efe1609808ac.jpg?1562202524,72838,
Talisman of Impulse,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/0/a00b65f7-70d0-4bbd-ac13-be24cc3374ee.jpg?1562152676,19683,
Talisman of Indulgence,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/1/e14011b3-56ce-4b93-833f-d8403809159c.jpg?1562160800,19681,
Talisman of Progress,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/1/41ff849e-2439-4690-8aa4-769039b6da4c.jpg?1562141863,19677,
Talisman of Resilience,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/c/cc25a254-edd2-4817-ab80-7373239da7d2.jpg?1562202530,72840,
Talisman of Unity,other,{2},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/6/d6cc8a5a-b98b-4758-a168-bf2ef738fb05.jpg?1562159370,19685,
Treasure Map // Treasure Cove,other,{2} // ,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/0/c0f9c733-0818-4a03-8f0c-a163d09e0fff.jpg?1562563368,65528,https://c1.scryfall.com/file/scryfall-cards/normal/back/c/0/c0f9c733-0818-4a03-8f0c-a163d09e0fff.jpg?1562563368
Chromatic Lantern,other,{3},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/a/ea123356-3055-4e42-b816-ac3c4e9087d1.jpg?1572894045,69879,
Coalition Relic,other,{3},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/a/7a7c98b0-d64d-4d0a-b284-1187a8e7095e.jpg?1562919647,26926,
Cultivator's Caravan,other,{3},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/4/b46b3726-4bc8-4e3a-bc6d-402c81663712.jpg?1576383065,62045,
Skyclave Relic,other,{3},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/0/20259dff-4984-4d0b-aa49-34f3aaf31e3a.jpg?1604200970,83499,
Sunforger,other,{3},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/8/c8d5e027-aa74-444b-a945-1bafa9bdec4c.jpg?1598918221,23028,
Door to Nothingness,other,{5},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/7/57877b1c-e91d-4941-81bd-008dff1272ed.jpg?1562554053,45482,
Obelisk of Alara,other,{6},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/c/5cc12ebe-54d8-4b91-8c68-3cde5690e26a.jpg?1562801225,31825,
Legacy Weapon,other,{7},0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/e/ae2ef7bf-6e5b-40a0-8b25-478323b64bdc.jpg?1562553513,27252,
Adarkar Wastes,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/3/f31cf014-7ac9-428b-9ce9-8ba5ebfdd252.jpg?1562557714,27384,
Ancient Ziggurat,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/3/0348247d-0a70-4961-8590-9de41386c69b.jpg?1562799113,31915,
Arcane Sanctum,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/e/6edc0681-4252-4d3d-baf3-f03c22af1208.jpg?1562705213,31205,
Arid Mesa,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/16c8d2fa-54a7-46e8-980c-905258497c90.jpg?1562610110,34414,
Ash Barrens,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/f/9f4dd417-43fd-4dee-aaf2-80d425bd0191.jpg?1599710337,82654,
Azorius Chancery,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/5/e58365d2-e4db-444b-b1a9-795668ad3038.jpg?1593274067,24027,
Badlands,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/3/73403d04-fe97-4830-8b80-16dd1a1a6cc1.jpg?1562918068,53077,
Battlefield Forge,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/3/034c5944-aad3-4bf2-b79d-8da61ab1bd52.jpg?1562005045,57670,
Bayou,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/d/bd7567df-b4d8-41a8-8eac-c05afa784bfe.jpg?1562933075,53079,
Blackcleave Cliffs,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3d71be5f-0fd7-4a88-8041-f4d6bc4cc9ac.jpg?1562816648,38293,
Blood Crypt,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/f/5faba6c8-3463-47c1-ba01-09eb87fcb2d5.jpg?1584832229,71530,
Bloodstained Mire,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/f/7f430794-0d86-4f6a-97e0-4bbb6716d613.jpg?1571667959,54198,
Blooming Marsh,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/0/90da33d4-fe9c-42fe-b326-2fe337dc3ecd.jpg?1576383503,61849,
Boros Garrison,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/d/7dfe3f03-078f-44fb-89cd-efa3ebfaf637.jpg?1598918306,23116,
Botanical Sanctum,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/7/8744471b-a528-47d9-84d0-4526273f55e9.jpg?1576383517,61853,
Branchloft Pathway // Boulderloft Pathway,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/3/738ebafa-04be-4ba9-ae65-5f85e00c645a.jpg?1603335206,83511,https://c1.scryfall.com/file/scryfall-cards/normal/back/7/3/738ebafa-04be-4ba9-ae65-5f85e00c645a.jpg?1603335206
Breeding Pool,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/b/bb54233c-0844-4965-9cde-e8a4ef3e11b8.jpg?1584832238,71532,
Brightclimb Pathway // Grimclimb Pathway,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/b/eb55e544-ab9d-403d-93ee-19e792a256c5.jpg?1603335171,83515,https://c1.scryfall.com/file/scryfall-cards/normal/back/e/b/eb55e544-ab9d-403d-93ee-19e792a256c5.jpg?1603335171
Brushland,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/0/70afcfca-c065-4a33-95b1-ec2b08bcb493.jpg?1562549616,27390,
Canopy Vista,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a3262c7f-4fdf-4648-ba59-9279c75d222d.jpg?1562933510,58671,
Canyon Slough,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8cb273d9-466d-416d-b27d-d1bc8a249076.jpg?1543676351,64140,
Cascade Bluffs,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/3/c3eede44-270a-481d-850b-b4862b9685ea.jpg?1562936432,30096,
Caves of Koilos,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/a/ca145c1c-537a-459e-9241-0b95368aaf3a.jpg?1562041630,57668,
Celestial Colonnade,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/6/f6929259-2903-4f6f-9b06-42048fd55c6a.jpg?1562299346,35639,
Cinder Glade,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/f/cfabc340-0391-4019-8e96-f010177b1d68.jpg?1562944436,58691,
City of Brass,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/3/03220cab-fc78-4323-bd34-b8dbebe35597.jpg?1562895605,19301,
Clearwater Pathway // Murkwater Pathway,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/0/b0fe4b53-18f6-42eb-b03f-cab3e5a7fba6.jpg?1603335124,83519,https://c1.scryfall.com/file/scryfall-cards/normal/back/b/0/b0fe4b53-18f6-42eb-b03f-cab3e5a7fba6.jpg?1603335124
Clifftop Retreat,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/0/e0b52b9c-7278-46b4-9f3c-3a7fc0c7e526.jpg?1562744267,67943,
Concealed Courtyard,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/8/c8769e97-aee8-4466-a9d7-0f4245ae4a97.jpg?1576383529,61859,
Copperline Gorge,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/8/28f1d784-f286-418d-a712-bc07ad10d4a2.jpg?1562815756,38301,
Cragcrown Pathway // Timbercrown Pathway,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/5/050602c0-b5b7-4076-af33-0f7a58d0b260.jpg?1603423673,83523,https://c1.scryfall.com/file/scryfall-cards/normal/back/0/5/050602c0-b5b7-4076-af33-0f7a58d0b260.jpg?1603423673
Creeping Tar Pit,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f427f0b-034c-4821-8758-e395c0042d8a.jpg?1562282213,35657,
Crumbling Necropolis,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/4/94da8e38-77a4-4d25-9e1f-f33c246f60c8.jpg?1562706751,31183,
Darkslick Shores,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/5/e530388b-eb19-4211-abd8-8a4c3c38c3af.jpg?1562824349,38291,
Dimir Aqueduct,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/f/df3c3d56-8291-407e-87a1-94b7d12811fd.jpg?1598918321,23192,
Dragonskull Summit,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/1/91570836-9e36-4774-8d5d-7cbcee0012ba.jpg?1562559972,65534,
Drowned Catacomb,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/e/8ef728f1-5153-47d6-8f9c-dfd473ee0750.jpg?1562559858,65536,
Evolving Wilds,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/e/8e3d6745-8904-4905-a98f-d43f18b51d6d.jpg?1591228633,80503,
Exotic Orchard,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/a/6aae6480-4e71-4d94-a648-f80d3849d792.jpg?1562801539,31939,
Fabled Passage,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/3/d313d051-7295-4884-8cbf-f2f835fd45f4.jpg?1594737636,81719,
Fetid Heath,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0fbb9790-3744-4dcb-881a-452573298822.jpg?1562898273,30114,
Fetid Pools,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/e/ae703d94-6f1f-463b-ab25-1b3f462e7e78.jpg?1543676378,64148,
Fiery Islet,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/3/a3aab13c-9d9d-4507-ae5d-da979990ae1b.jpg?1562202552,72848,
Fire-Lit Thicket,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/a/0ab9d6ad-f819-4a1e-b4ff-8dc00791f0fd.jpg?1562826589,29501,
Flooded Grove,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/e/4e45d16b-8320-4a9b-ad15-9687dfb52bed.jpg?1562911405,30136,
Flooded Strand,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8c2996d9-3287-4480-8c04-7a378e37e3cf.jpg?1571667973,54194,
Frontier Bivouac,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/4/e4335951-e73e-45cb-b2a5-6e9d14ba87ee.jpg?1562795027,54168,
Gemstone Mine,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/6/26794aa3-7532-4611-a591-51a51e5f9189.jpg?1562773338,26099,
Glacial Fortress,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/e/cef133d9-26d2-4a1e-8d6a-829f1067c169.jpg?1562564197,65540,
Godless Shrine,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/e/ced4c824-2dfc-42ae-84e6-09f8e3f51b5b.jpg?1584832255,71536,
Golgari Rot Farm,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/0/104364d5-ede8-4ac5-900f-19947f51bbc1.jpg?1598918351,23206,
Graven Cairns,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/3/c355bf63-f456-43ad-a6df-6c2a17511f43.jpg?1562835622,29511,
Gruul Turf,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/5/550b70e0-ebd5-49de-b62c-5224b8bf8e98.jpg?1593272975,23851,
Guildmages' Forum,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/b/cba12bda-d460-4206-8469-4357c967b9b8.jpg?1572894158,69913,
Hallowed Fountain,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/9/f97a6d34-03ab-49f1-b02e-405b733f8843.jpg?1584832278,71542,
Hinterland Harbor,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/6/d631d040-51e9-4540-91e7-aeb5ade84090.jpg?1562743677,67945,
Hissing Quagmire,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/e/6ef11b54-205a-48e9-92d0-5d416be869ef.jpg?1562917171,59255,
Horizon Canopy,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d5dfc25d-a17b-4ead-9484-e8a18b8fa176.jpg?1562937907,26700,
Indatha Triome,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2b74bb81-fb9a-40e5-a941-e517430b52f5.jpg?1591228641,80505,
Inspiring Vantage,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/160ac412-005f-48ca-a204-10207307c6c2.jpg?1576383543,61855,
Irrigated Farmland,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/d/4d87fcc0-cef5-4410-adf1-91c5f50c1d01.jpg?1543676393,64152,
Isolated Chapel,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/1/a1d95d37-5dbe-4a25-bc80-a4db08f3c63a.jpg?1562740520,67947,
Izzet Boilerworks,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/6/666f455e-3a3d-475d-b67a-a1fdd74820eb.jpg?1593272981,23845,
Jungle Shrine,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/4/e4f0d262-cbfe-42d2-9066-0b48a38995d6.jpg?1562710101,31131,
Karplusan Forest,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d56ad1cb-c1b9-4856-8d46-55012aee4d47.jpg?1562555856,27705,
Ketria Triome,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/2/a249b1f4-2b22-4b67-a207-e0c4ae95d2e1.jpg?1601241399,80509,
Lavaclaw Reaches,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/7/c7066095-f05a-4f2e-ab9c-47c498608ccb.jpg?1562295701,35665,
Llanowar Wastes,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/2/924d4025-a6f7-4ab0-8f0d-f4ba9ed0a232.jpg?1562031317,57672,
Lumbering Falls,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/0/f0d8d2e4-3ebe-4311-b99e-dea9fb0b20ac.jpg?1562952171,58529,
Mana Confluence,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/0/504a69eb-3c2d-4bb1-b117-252b15acf0c2.jpg?1593096534,52120,
Marsh Flats,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/5/45026d57-0324-4312-8b86-2e7d4f581ee9.jpg?1562611771,34646,
Misty Rainforest,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/4/24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787.jpg?1562610639,34622,
Mystic Gate,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3dfa866b-93e2-4365-91b0-f12d1f7c5395.jpg?1562829072,29493,
Mystic Monastery,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/a/bae51d77-e06b-4e5a-9543-a17dd0b2a333.jpg?1562792634,54162,
Needle Spires,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3d73700c-fa62-42be-aaca-5f8a50af20db.jpg?1562907411,59257,
Needleverge Pathway // Pillarverge Pathway,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/e/ae420b3f-2f5b-4a4a-8d3a-8e6a3288c35a.jpg?1603423722,83529,https://c1.scryfall.com/file/scryfall-cards/normal/back/a/e/ae420b3f-2f5b-4a4a-8d3a-8e6a3288c35a.jpg?1603423722
Nomad Outpost,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/b/fb6ae4a5-227d-465b-9e99-bae158b7d410.jpg?1562796466,54166,
Nurturing Peatland,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/7/2744ac83-a79f-4042-8720-688b5adda382.jpg?1562202580,72858,
Opulent Palace,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/1/21326575-80b9-4a4e-a93c-6880ec6575d5.jpg?1562783524,54164,
Orzhov Basilica,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/9/f9154d2a-3fc5-4fd6-9885-a810cb6b542a.jpg?1593272996,23683,
Overgrown Tomb,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/f/eff1f52c-5c43-4260-aaa0-6920846a191c.jpg?1572894177,69919,
Pillar of the Paruns,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/3/236dcb39-b81e-4ae2-b153-01be0577ed93.jpg?1593274108,24111,
Plateau,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/b/bb979a96-a57d-4fb5-8ebe-0bd398272abe.jpg?1562932720,53081,
