card,color,cost,creature,scryfall,mtgo,back
Temple of Deceit,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/8/686559d7-8ac1-496b-a5a6-1467bf8fc7c5.jpg?1562819288,50264,
Temple of Enlightenment,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/6/c657a645-f454-4eaf-be0d-15c9989fa4ef.jpg?1593092908,51561,
Temple of Epiphany,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/0/00f8ec3c-d2cb-477c-a7e8-ff497df646d6.jpg?1592517860,73405,
Temple of Malady,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/e/6e327d94-5540-49f0-b1a2-a3fb614c9651.jpg?1592517867,73407,
Temple of Malice,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/5/2/52f50818-aede-4667-883a-e0339d86d870.jpg?1593092918,51563,
Temple of Mystery,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2f66945b-3e64-498a-9478-5f96a61d4ec7.jpg?1562816308,50272,
Temple of Plenty,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/0/b0830054-b140-49c3-90cb-24e2502757be.jpg?1593092928,51565,
Temple of Silence,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f14b6b3-5f40-4328-a3be-28fe32dd7cb1.jpg?1562814674,50268,
Temple of Triumph,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/f/4f53049c-2491-4d20-aa19-00eb5c55b438.jpg?1562817932,50270,
Terramorphic Expanse,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/0/80d3fa52-93ee-40a8-a4ce-41b91ff20eb8.jpg?1547518787,70581,
Underground River,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8c298bf7-2514-43d4-a285-1386d6ba0835.jpg?1562551386,27438,
Watery Grave,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/7/47fde349-010e-4a2e-838e-e924dbeec355.jpg?1561825120,47471,
Yavimaya Coast,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/a/7ae3d45b-a40c-4003-960a-2d1d0847e750.jpg?1562027158,57676,
